date,ETHA,FETH,ETHW,TETH,ETHV,QETH,EZET,ETHE,ETH,Total
2025-04-12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-04-13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-04-14,0.0,-7.8,0.0,1.8,0.0,0.0,0.0,0.0,0.0,-6.0
2025-04-15,0.0,-3.6,0.0,0.0,0.0,0.0,0.0,-10.6,0.0,-14.2
2025-04-16,-4.3,0.0,0.0,0.0,0.0,0.0,-1.8,-8.2,2.2,-12.099999999999998
2025-04-17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-04-18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-04-19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-04-20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-04-21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-25.4,0.0,-25.4
2025-04-22,0.0,32.7,6.1,0.0,0.0,0.0,0.0,0.0,0.0,38.800000000000004
2025-04-23,-30.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.4,-23.9
2025-04-24,40.0,0.0,5.1,4.1,2.6,0.0,0.0,-6.6,18.3,63.5
